hour,open,high,low,close,impact_p90,tier,base_250,base_500,base_1500,quote_250,quote_500,quote_1500
2026-09-02 14:00:00,0.06000518657327244,0.08233422073004551,0.06000518657327244,0.07923430789693607,0.11097582124794467,Very Thin,-128697.00248857566,-240447.52771348588,-314393.184363433,7373.959536108402,9778.177584567235,19726.997006535945
2026-09-02 15:00:00,0.07929395660297274,0.08392185925565901,0.06176640625100596,0.0661959269101563,0.11740360959753662,Very Thin,-15625.127448652795,-18052.918864055973,-28050.716777895366,2581.631624783044,5196.5787595439615,16017.409614884902
2026-09-02 16:00:00,0.06620139837029235,0.06994973132333188,0.05168021487951958,0.0547233924686865,0.10933774634018852,Very Thin,-3345.1903589813046,-9572.738192727096,-17772.78760229358,2752.714947893914,9031.037649862448,19734.037213619788
2026-09-02 17:00:00,0.05471706753098744,0.05704366666937685,0.05047409948874302,0.05078468612416551,0.10984363611021275,Very Thin,-2205.7368773468456,-4332.220899406051,-12132.986117604534,2261.2314905283233,4551.643782671303,14029.52716808016
2026-09-02 18:00:00,0.05081291196568982,0.05110508129257908,0.04224415618241314,0.0443727867595944,0.12141000783709399,Very Thin,-3166.2748751429845,-10254.93194374484,-27363.35882541044,5927.692249827464,13567.07125341976,27155.88263731108
2026-09-02 19:00:00,0.04432131830865626,0.0492249463912044,0.04365724444790325,0.045971685445338646,0.11637233689749538,Very Thin,-2430.0798243050604,-10644.540693479392,-27280.52198456516,5275.388266576649,14742.094191248332,28649.652218761228
2026-09-02 20:00:00,0.045962236175560695,0.046129261616059104,0.03947548080421782,0.04033781626938793,0.12538325834160008,Very Thin,-7189.108382140786,-15749.741845586579,-24155.997842644505,2296.0777127543383,7416.3782757969175,25973.85139764828
2026-09-02 21:00:00,0.04025853461507833,0.0421505463718043,0.039946572340958476,0.041395437879500056,0.122446198120846,Very Thin,-6351.308327868865,-15515.912810024396,-24778.934920173047,2330.9651478242117,8709.714021785396,26526.989488051273
2026-09-02 22:00:00,0.041313580409863965,0.041638310038398886,0.03527590181917724,0.03857854254171369,0.1313523896447016,Very Thin,-2268.113101450005,-9904.213730756279,-23571.493121388925,3627.0793914047617,12383.304450580134,25037.72203745859
2026-09-02 23:00:00,0.03836532775099541,0.040880473947650015,0.03695078086290814,0.0405260226771255,0.12548786705423928,Very Thin,-5391.9267456940215,-13832.836009487422,-24456.877950900605,3422.372870391169,9948.965447284601,26014.231928576384
2026-09-03 00:00:00,0.04057491813507517,0.04460786692171408,0.03942223967422615,0.04093295394783596,0.12330636521342822,Very Thin,-3166.9309091755113,-12860.71990702512,-24675.622485045467,2456.00485403976,12312.981489963187,26363.21987389926
2026-09-03 01:00:00,0.04097280355594189,0.04372691615184082,0.03942778297754358,0.03942778297754358,0.12455408051789889,Very Thin,-2157.911099092833,-4081.607133186659,-20279.419847438647,6863.542990365821,13410.599610936075,21761.74709005338
2026-09-03 02:00:00,0.03946530759638833,0.044469027039599096,0.03946530759638833,0.04165836146632936,0.12215878495726384,Very Thin,-2285.4982548013563,-8486.768607550128,-25166.864616710816,5974.707776777181,15829.757734563109,26848.88991245718
2026-09-03 03:00:00,0.04169795222638358,0.0433436851088707,0.04033142025675072,0.04151934526174878,0.1224102880408767,Very Thin,-6484.178192095629,-14234.089921814353,-24656.5253612589,2395.5866059897307,8945.672703220796,26826.366203056787
2026-09-03 04:00:00,0.041479511574019516,0.04285124852291679,0.04112272355975309,0.042732789052780176,0.12063105011608821,Very Thin,-4237.370049487,-12387.097048238398,-25391.78152943671,2997.0623746018314,11923.657598290654,27474.614355883976
2026-09-03 05:00:00,0.04268148049793867,0.04332300705936922,0.040733485946453984,0.04125431465140969,0.12069577269846672,Very Thin,-4238.864596266181,-11878.810789231327,-25087.64344071288,4714.181787361286,11223.721024578761,26305.218073326003
2026-09-03 06:00:00,0.04117544936753895,0.041273896900715826,0.0395906892645683,0.04048667759153245,0.12287821436232353,Very Thin,-2325.6191078247484,-11360.726991716552,-24485.24485967727,3120.7931927258805,13311.437320092164,26184.63558784575
2026-09-03 07:00:00,0.04054502804003085,0.04267233578579176,0.040037229211141424,0.04240906936095557,0.12250351230631462,Very Thin,-4319.852145609924,-13281.356038436328,-25268.540966587265,2366.312700188206,11015.947911678752,27258.332131108837
2026-09-03 08:00:00,0.04236896585360289,0.043068042072239056,0.040509938965234374,0.041716842124415766,0.12058529097158317,Very Thin,-4624.40395701327,-14226.18847474739,-25071.50340059711,2890.3677035291503,11279.740112107813,26730.99358604083
2026-09-03 09:00:00,0.041699666834684436,0.04240243867495973,0.04119674084998416,0.04189702250877458,0.12134412667358951,Very Thin,-2831.512855128755,-11193.061005544161,-25212.481187549645,4094.803566682923,14612.004229764245,26976.100136633188
2026-09-03 10:00:00,0.04182329996719827,0.04226786953034214,0.039051174815283696,0.040241977313886595,0.12392023959278724,Very Thin,-6471.878254099738,-14227.19300872886,-24058.103688886134,2331.0932018807143,8469.378122680582,26126.066573347664
2026-09-03 11:00:00,0.0402133378922071,0.0403287168376562,0.03711955778827837,0.038254657737642195,0.1276392126419395,Very Thin,-3253.7488408760696,-12169.61312114557,-23280.205424731532,2248.806886239552,11093.22164017079,24907.849230464082
